id,disk,offset,jp,en
s_001063,Alshark (System disk).hdm,0x0823A3,"ハマックﾉ町ﾉ南ﾆｱﾙダストｯﾃｲｳ排気処理場ﾆ住ﾝでﾙﾊず。","[UNTRANSLATED]"
s_001064,Alshark (System disk).hdm,0x082734,"今ﾊ、ドゥムナﾉ秘力ｦ手ﾆ入ﾚﾙｺﾄが先決ﾖ。@ｿﾚ以外ﾆ、ゾリアスﾉ侵攻ｦ@ｸｲ止ﾒﾙ術ﾊﾅｲﾜ。","[UNTRANSLATED]"
s_001065,Alshark (System disk).hdm,0x0830B9,"ナビゲｰタﾊ、私ﾆ任ｾﾃ！@0でﾓ、サブ・パイロットがカルじｬ、ｱﾅﾀがｼｯｶﾘｽﾙｼｶﾅｲﾜﾈ。0_がﾝばｯﾃﾈ、$","I'll handle navigation! But with Kal as your co-pilot, you'd better stay sharp!"
s_001066,Alshark (System disk).hdm,0x0831D6,"だﾅｧ、アトライアﾉ操縦法ﾅﾝﾃﾉﾊ、俺が直々ﾆ教ｴﾙﾏでﾓﾈｪ。0_子供ﾆでﾓ操縦でｷﾙﾓﾝだｶﾗ心配ｽﾙｺﾀｧﾈｪｯﾃ。","[UNTRANSLATED]"
s_001067,Alshark (System disk).hdm,0x083248,"今日ｶﾗ君がアトライアﾉパイロット。@カルﾓ頑張ﾙ。","[UNTRANSLATED]"
s_001068,Alshark (System disk).hdm,0x083286,"不安ﾓ分ｶﾗﾅｲじｬﾈｪがﾅ。0_俺ﾉご機嫌ﾄｯﾃﾙ暇がｱｯﾀﾗｵ嬢ﾁｬﾝﾉ様子でﾓ見ﾆ行ｯﾃﾔｯﾀﾎｳがｲｲﾝじｬﾈｪｶ？0_ｵﾒｪﾉ何倍ﾓ苦ｼﾝでﾙﾊずだぜ。","[UNTRANSLATED]"
s_001069,Alshark (System disk).hdm,0x083411,"最近、ﾔｯﾄアトライアﾉ機能ｦ理解でｷﾙﾖｳﾆﾅｯﾃｷﾀｹどﾎﾝﾄﾆｽごｲ艦ﾈ。0_4$","[UNTRANSLATED]"
s_001070,Alshark (System disk).hdm,0x083469,"ウュリア周辺でﾊ、ゾリアス艦が出現ｽﾙｶﾗ、ｱﾙ程度、武装ｦ強化ｼﾄｸﾝだぞ！","[UNTRANSLATED]"
s_001071,Alshark (System disk).hdm,0x0834AE,"びびｯﾃﾔがﾝだﾖ！@ﾏずﾊ、Ｗ５０５星系ﾉ@ウュルトリアﾍ行ｯﾃﾐﾙｼｶ@ﾈｪだﾛｳが！","He's chicken! First, let's head for Wurtria in the W505 system!"
s_001072,Alshark (System disk).hdm,0x083526,"敵艦ﾆ突撃ｶﾏｽﾅﾗ、粒子砲ﾉﾖｳﾅ接近戦用ﾉサブアｰムｦ@装備ｼﾄｹﾖ！","[UNTRANSLATED]"
s_001073,Alshark (System disk).hdm,0x0835C2,"ラミュｰが惑星ティルスﾆ行ｯﾀﾉｦ何年前だﾄ思ｯﾃﾙﾝだ！0見ﾂｶﾙﾜｹﾈｪだﾛｳが！","[UNTRANSLATED]"
s_001074,Alshark (System disk).hdm,0x083636,"ドッグが使ｴｻｴｽﾘｬｱ、@アトライアﾉ整備ﾓﾊｶどﾙ@ﾝじｬがﾅｧ。","[UNTRANSLATED]"
s_001075,Alshark (System disk).hdm,0x083851,"分析が完了ｼだｲ、@惑星バイデンﾆ攻ﾒ込ﾑぞ！","[UNTRANSLATED]"
s_001076,Alshark (System disk).hdm,0x083A25,"ずﾊ、ブラッジだ。@ｺｲﾂﾊ、強力ﾅ新型エンジンだぜ。0_4$","First up, the Bradge. It's a powerful new engine."
s_001077,Alshark (System disk).hdm,0x083A9D,"次が、ゲブレス砲だ。@ラッセルガイヤｰﾉ装甲ｦ打ﾁ@抜ｹﾙﾖｳ改良ｦ加ｴﾃｱﾙ。0_4$","Next, the Gebles Cannon. It'll punch right through the Russelgaia's armor."
s_001078,Alshark (System disk).hdm,0x0877B9,"兵士ﾉ言葉が終ﾜﾙ6前ﾆ行動ｦ起ｺｼﾃｲﾀ。@6兵士ﾊ、痛ﾐｦ感じﾙ間ﾓﾅｸ@6通路ﾆ横ﾀﾜﾘ、蛋`","He acted before the soldier could speak. The man hit the floor, feeling no pain."
s_001079,Alshark (System disk).hdm,0x051D88,"じ様！！死ﾝじｬだﾒ！@ｱｱ、ｵ父様・・・ﾅぜ、ｺﾝﾅ・・・。0_4$","Father! Don't leave me! Oh, why... why did this happen?"
s_001080,Alshark (System disk).hdm,0x0522FF,"無法者5情報屋ﾅﾗ、地下酒場ﾆ行ｹば@見ﾂｶﾙﾝじｬﾈｪﾉｶ。","[UNTRANSLATED]"
s_001081,Alshark (System disk).hdm,0x052588,"婆ｻﾝ5戦ｲﾆ情ｹﾊ無用じｬ。@非情ﾆﾅﾗﾈば、貴様が死ﾇｺﾄﾆﾅﾙぞﾖ。","[UNTRANSLATED]"
s_001082,Alshark (System disk).hdm,0x0530CA,"私、ﾅﾝﾃ言ｯﾃｲｲﾉｶ。0@でﾓ、私ﾉｵ父様ｦ恨ﾏﾅｲで。ｺﾚﾆﾊ何ｶｷｯﾄ訳が・・・。0_4$","Please, don't hate my father! I know there's a reason for all this..."
s_001083,Alshark (System disk).hdm,0x053291,"サイボｰグ5ﾅｧﾆ、珍ｼｿｳﾆ見ﾃﾔがﾙ。今時、サイボｰグｦ見ﾀｺﾄﾈｪﾉｶ？！","[UNTRANSLATED]"
s_001084,Alshark (System disk).hdm,0x05442C,"ウュリアﾉ女5彼がチケットｦ買ｯﾃｸﾚﾙﾄ信じﾃﾙﾜ。","[UNTRANSLATED]"
s_001085,Alshark (System disk).hdm,0x054924,"じｬｱ、紹介ｼﾖｳ。@俺ﾉｶﾜｲｲ息子、@スクラップⅡ世号だ。0_4$","Allow me to introduce my pride and joy: Scrap the 2nd!"
s_001086,Alshark (System disk).hdm,0x054CB3,"ジョｰｵじｻﾝ！@ｱﾚﾊ、父ｻﾝ達ｦ殺ｼﾀゾリアス兵達ﾉ船だ。0_4$","Uncle Joe! That Zolius ship... they killed my father!"
s_001087,Alshark (System disk).hdm,0x055F08,"ず、私ﾉ船ﾆ乗ｯﾃﾓﾗｵｳｶ。司令部ﾆ連絡ｦｲﾚﾄｲﾀｶﾗ、救助隊ﾓｶｹﾂｹﾃｸﾙﾄﾊ思ｳがﾅ。0?I","Come aboard my ship. I've contacted command; a rescue team is en route."
s_001088,Alshark (System disk).hdm,0x056741,"ベック・ゴｰギャンｯﾃﾉﾊ、@ｱﾝﾀｶ？@ﾓｼｿｳﾅﾗ、頼ﾐがｱﾙ。0_6男ﾊ、正面ﾆ立ｯﾀ$","You Beck Gaugain? If you are, I've got a favor to ask."
s_001089,Alshark (System disk).hdm,0x057C6E,"客様ﾉﾖｳﾅ方がｲﾗｯｼｬﾙﾓﾉでｽｶﾗ、当ホテルﾊ、完全ﾅ前金制ﾆﾅｯﾃｵﾘﾏｽ。","[UNTRANSLATED]"
s_001090,Alshark (System disk).hdm,0x05AD47,"俺ﾉ３人ﾊ、ｵﾒｪｻﾝが生ﾏﾚﾃｸﾙず～ｯﾄ以前ｶﾗ、親友同士だｯﾀﾝだぜ。0_4$","[UNTRANSLATED]"
s_001091,Alshark (System disk).hdm,0x05B240,"観光ﾆｷﾃｺﾝﾅがｯｶﾘｼﾀｺﾄﾊﾅｲﾖ。ｺﾉ惑星ﾉ連中ﾄｷﾀﾗ、ﾐﾝﾅ、薬、薬ｯﾃﾅﾆ考ｴﾃﾝだｶ・・・","[UNTRANSLATED]"
s_001092,Alshark (System disk).hdm,0x05C5A7,"兵士5ｺｺﾊ、ステｰションﾉコントロｰル室だ。","[UNTRANSLATED]"
s_001093,Alshark (System disk).hdm,0x05F133,"星間バスｦご利用ﾉ際ﾊ、@出発ゲｰトﾍどｳぞ。","[UNTRANSLATED]"
s_001094,Alshark (System disk).hdm,0x05F195,"ばｻﾝ5惑星ステアﾆ行ｸﾅﾗ、星間バスが便利ﾖ。","[UNTRANSLATED]"
s_001095,Alshark (System disk).hdm,0x05FB33,"ミュントス人ﾉ女5私ﾓｵ金ｦﾀﾒﾃ、惑星マｰズﾍｲｯﾃﾐﾀｲﾓﾉでｽ。","[UNTRANSLATED]"
s_001096,Alshark (System disk).hdm,0x060D1D,"達ﾊ、カｰマｦ打ﾁ倒ｼﾀ6ｶﾆ見ｴﾀ。0_6ｼｶｼ、ドゥムナﾉ宝珠ﾉ加護ﾉ6ﾅｲ$","It seemed Karma was beaten. But without We-Dumnah's Orb..."
s_001097,Alshark (System disk).hdm,0x062D9A,"だが、次ﾆ会ｳﾄｷﾊ、有無ｦ@言ﾜｻず、ｵﾏｴﾉ仲間ﾀﾁｦ@殺ｼﾃﾔﾙｶﾗﾅ！0_6ﾊﾀｼﾃ、ｿﾉ声ﾊ、走ﾘ去ﾙ@6$","Mark my words! The next time we meet, I'll kill every last one of your friends"
s_001098,Alshark (System disk).hdm,0x063938,"首都テスウィルﾆ行ｹば、ﾓｯﾄｲｲ武器が手ﾆﾊｲﾙﾄ思ｲﾏｽﾖ。","[UNTRANSLATED]"
s_001099,Alshark (System disk).hdm,0x063A1A,"ビｰスト・バイデンｦ知ﾗﾇﾄﾊ、ﾔﾊﾘ虫ｹﾗﾆ過ぎﾇ者どﾓﾖﾉｫ。0_4$","[UNTRANSLATED]"
s_001100,Alshark (System disk).hdm,0x065A3E,"得体ﾉ知ﾚﾅｲ機械が、低ｲ稼動6音ｦ響ｶｾﾅがﾗ、動ｷ続ｹﾃｲ6ﾙ。0_4$","The strange machine continues its low, rhythmic hum."
s_001101,Alshark (System disk).hdm,0x06612B,"俺ﾉ考ｴじｬ、文明ﾉｲｲﾄｺﾛﾊ、積極的ﾆ取ﾘ入ﾚﾙべｷだﾄ思ｳﾝだ。","[UNTRANSLATED]"
s_001102,Alshark (System disk).hdm,0x066D23,"今日ｶﾗ、カルﾓ共ﾆ戦ｳぞ。@ﾜｼが、腕ﾆﾖﾘｦｶｹﾃ、@パワｰアップｼﾃﾔｯﾀｶﾗﾉｫ0_4$","Kal's joining the fight! I souped him up myself, you know."
s_001103,Alshark (System disk).hdm,0x06739A,"でﾊ、ヤｰクｰﾄコルレルﾉ試練ｦ抜ｹﾃｷﾀ方だｹ、ｺﾁﾗﾍ@どｳぞ。0?C","Passed the trials of Yaku and Korureru? This way."
s_001104,Alshark (System disk).hdm,0x0697AF,"ダブルでｼﾀﾗ、ﾕｯｸﾘﾄ@ｵ休ﾐでｷﾏｽﾖ。@宿泊料ﾊ、１５０クレジットﾄ@ﾅｯﾃｵﾘﾏｽ。","A double room will let you rest easy. That'll be 150 CREDIT."
s_001105,Alshark (System disk).hdm,0x069D37,"良ｶﾛｳ。@命だｹﾊ、助ｹﾃﾔﾙ。@だが、降伏ｽﾙﾅﾗば、ﾏずﾊ@武器ｦ捨ﾃﾙｺﾄだ。0_6$","Fine. I'll let you live. But if you surrender, drop your weapons first."
s_001106,Alshark (System disk).hdm,0x06C4FB,"私ﾊ、今年で１３０歳ﾆﾅﾘﾏｽが、長生ｷﾊｼﾀｲﾓﾉで‥‥0#P","[UNTRANSLATED]"
s_001107,Alshark (System disk).hdm,0x06C85D,"私ﾓ一度でｲｲｶﾗ、王宮ﾉ庭園で、ﾉﾝびﾘﾄ日向ぼｯｺでﾓ@ｼﾃﾐﾀｲﾖ。","[UNTRANSLATED]"
s_001108,Alshark (System disk).hdm,0x06C949,"レイスピアｦ装備ｼﾀ女兵士ﾊ、ﾅｶﾅｶ強ｲﾄ評判だ。","[UNTRANSLATED]"
s_001109,Alshark (System disk).hdm,0x06D615,"自分一人ﾉ力でﾊどｳﾆﾓﾅﾗﾝｺﾄﾓ、力ｦ合ﾜｾﾚば必ず道ﾊ開ｶﾚﾙ。","[UNTRANSLATED]"
s_001110,Alshark (System disk).hdm,0x06E283,"達ﾉ方ﾍ振ﾘ6ｶｴｯﾀ。0_4$
5ﾄｲｳｺﾄだ。@ｵﾏｴ達ﾆﾊ、ザｰテｦ捕ﾗｴﾃｷﾃﾓﾗｵｳ。0_4$
5ｻﾃ、人質ﾆ残ｯﾃﾓﾗｳ者だが‥‥0_4$","So, here's the plan. You bring me Zate. And to ensure you do... I'll be keeping one of you."
s_001111,Alshark (System disk).hdm,0x06E596,"でﾊ、初代国王ラミュｰ・コセﾆﾂｲﾃ、知ｯﾃｵﾗﾚﾙｺﾄｦ@教ｴﾃ頂ｷﾀｲ。0_4$","Tell me what you know of the first king, Ramuh Kose."
s_001112,Alshark (System disk).hdm,0x06F330,"確ｶﾆ、正義ｦ主張ｽﾙラルアﾆﾄｯﾃ、ｺﾉ話ﾊ耳が痛ｲｶﾓｼﾚﾝ。@じｬが‥‥0_4$","For a champion of justice like Larua, this truth may sting. But..."
s_001113,Alshark (System disk).hdm,0x06FBC5,"ゾリアスｦ打ﾁ倒ｽﾓ、カｰマｦ滅ぼｽﾓ、今ﾔ彼ﾉ意志ﾉﾏﾏ。0_4$","[UNTRANSLATED]"
s_001114,Alshark (System disk).hdm,0x0708B9,"ウュリアﾉ娘5湖ｦ渡ﾚば、ヒルジャﾉ町がｱﾘﾏｽ。","[UNTRANSLATED]"
s_001115,Alshark (System disk).hdm,0x071D3F,"ベック参謀だｯﾀﾗ、@墓参ﾘｽﾙﾄｶで、惑星マｰズﾆﾑｶｯﾀぜ。","[UNTRANSLATED]"
s_001116,Alshark (System disk).hdm,0x074742,"達ｦ‥‥ｱﾉ‥忌々ｼｲサリバンﾆ‥‥殺ﾗｾﾙ‥ｺﾄﾆ‥ﾅﾙﾄﾊ‥‥0@口惜ｼｲぞ‥‥‥。0_4ビｰスト・$","To be forced to let... that damned Sullivan... have the honor of killing you... Argh..."
s_001117,Alshark (System disk).hdm,0x075240,"ウュリアﾉ男5ｺﾗ、勝手ﾆ人ﾝﾁﾆ上がﾘ込ﾝで来ﾙﾝじｬﾅｲ！！","[UNTRANSLATED]"
s_001118,Alshark (System disk).hdm,0x07550E,"ヒルジャホテル5でﾊ、ｵ部屋ﾉ方ﾆご案内ｲﾀｼﾏｽ。0?C","Welcome to the Hiruja Hotel. Right this way."
s_001119,Alshark (System disk).hdm,0x075D0A,"手ｦﾂｹﾙﾉﾊアトライアﾆ戻ｯﾃｶﾗだﾅ。0_3ザイザｰ原石6ｦ手ﾆｲﾚﾀ。0_4$","Let's work on this back on the Atlia. Got 6 Zaiser Ore."
s_001120,Alshark (System disk).hdm,0x078217,"舞台ﾉ上でﾊ、ダンサｰが派手ﾅ6振ﾘ付ｹで踊ｯﾃｲﾙ。0_4$","A dancer's flashy moves light up the stage."
s_001121,Alshark (System disk).hdm,0x07C1A3,"キｰがｱﾚば、ｷｯﾄ超重力シｰルドﾉ照射ｦ止ﾒﾙｺﾄが@でｷﾙﾉﾖ。0_4$","With the key, we can shut down the gravity shield!"
s_001122,Alshark (System disk).hdm,0x07C267,"俺ﾉ計算じｬｱ、ｿﾛｿﾛ@ラッセルガイヤｰが動ｷ出ｽ。0_4$","By my count, the Russelgaia's about to move."
s_001123,Alshark (System disk).hdm,0x07C3D0,"物が存在ｽﾙｶ@どｳｶﾜｶﾗﾈｪが、今ﾉ状態@じｬｱどｳｼﾖｳﾓﾈｪﾝだｶﾗ探ｼﾃﾐﾙｼｶﾅｲだﾛｳﾅ。","[UNTRANSLATED]"
s_001124,Alshark (System disk).hdm,0x07C41A,"カル、惑星サｰタリアで、@ザイザｰ鉱ｦ手ﾆｲﾚﾙ！！","[UNTRANSLATED]"
s_001125,Alshark (System disk).hdm,0x07CB16,"惑星ビェザﾏでﾓｳ少ｼだ。@ｺｺが、辛抱ﾉｼどｺﾛだぞ！！","[UNTRANSLATED]"
s_001126,Alshark (System disk).hdm,0x07E055,"親父ﾊ、カｰマﾆ@乗ｯ取ﾗﾚﾁﾏｯﾃﾙﾝだ。@ｱﾉ時だｯﾃ、娘ﾉｵﾏｴﾏで@殺ｿｳﾄｼﾀﾝだぞ！0_4$","That's not your father, it's Jagma! He tried to kill you!"
s_001127,Alshark (System disk).hdm,0x07E419,"私ﾊ、奇形児ﾄｼﾃ生ﾏﾚ、@ﾎﾄﾝど生ｷﾃｲﾙﾉが不思議ﾅ状態だｯﾀﾗｼｲ。0_4$","I was born a mutant. It was a miracle I even survived."
s_001128,Alshark (System disk).hdm,0x07E542,"だが、連邦ﾆﾓ誤算がｱｯﾀ。@ｿﾚが、ゾリアスﾉ血ｯﾃﾔﾂだｯﾀﾉｻ。0_4$","But the Federation made one fatal error: our Zolius blood."
s_001129,Alshark (System disk).hdm,0x07E67A,"反抗ｽﾙｺﾄﾊ、言葉でﾊ言ｲ@表ｽｺﾄがでｷﾅｲﾖｳﾅ苦ｼﾐが自分ﾆ返ｯﾃｸﾙｺﾄﾆﾅﾙ。0_4$","Resist, and you will suffer in ways you cannot imagine."
s_001130,Alshark (System disk).hdm,0x07F343,"どｳｼﾀﾓﾝｶﾉｫ。@王国ﾉ首都ウュルトリア見物ﾄ@でﾓｼｬﾚｺﾑｶ。0_4$","Now what... Might as well go sightseeing in the capital."
s_001131,Alshark (System disk).hdm,0x080095,"ドゥムナﾉ名前ｦ利用ｽﾙｺﾄでマｰズﾉ世論ｦ動ｶｼﾃｲﾀｯﾃﾜｹｶ。","[UNTRANSLATED]"
s_001132,Alshark (System disk).hdm,0x080A1C,"惑星ジュｰクﾉ極点ﾆ行ｸﾄﾅﾙﾄ、一筋縄でﾊ行ｷｿｳﾆﾅｲぞｺﾘｬｱ。0_4$","[UNTRANSLATED]"
s_001133,Alshark (System disk).hdm,0x0815C9,"行ｸぞ！@惑星ザジルﾉ軍事ステｰションﾍ","[UNTRANSLATED]"
s_001134,Alshark (System disk).hdm,0x081896,"鉱山ｶﾗモンスタｰがﾜｷ出ｼﾀｯﾃ、大騒ぎｼﾃﾙﾜ。@ｶﾜｲｿｳ・・・","[UNTRANSLATED]"
s_001135,Alshark (System disk).hdm,0x082506,"ず、ハマックﾉ町ﾍでﾃルシアﾉ足どﾘでﾓｻぐｯﾃﾐﾙｶﾉｫ。0_4$","[UNTRANSLATED]"
s_001136,Alshark (System disk).hdm,0x051255,"遊びﾆ行ｸﾉﾊｲｲｹど隕石ｦ見ﾆ行ｸﾉだｹﾊ、絶対ﾆダメﾖ！","[UNTRANSLATED]"
s_001137,Alshark (System disk).hdm,0x0515A2,"心拍数、発汗量、ｲﾂﾓﾖﾘ、高ｲ。0@何ｶ、企ﾝでﾙ・・・？","[UNTRANSLATED]"
s_001138,Alshark (System disk).hdm,0x051B17,"どｺﾆ行ｯﾃﾀﾉ？！@カウンタｰﾉｵ姉ｻﾝが、カンカンだｯﾀﾜﾖ！","[UNTRANSLATED]"
s_001139,Alshark (System disk).hdm,0x051F5D,"サバイバルナイフ#P","[UNTRANSLATED]"
s_001140,Alshark (System disk).hdm,0x051F7F,"ハンドメディカル#P","[UNTRANSLATED]"
s_001141,Alshark (System disk).hdm,0x052106,"婆ｻﾝ5ｵ金ﾓ大切ﾆﾊ違ｲﾅｲｹどﾈｪスクラップｦ馬鹿ﾆｼﾁｬｱｲｶﾝﾖ。","[UNTRANSLATED]"
s_001142,Alshark (System disk).hdm,0x0532D6,"情報屋ｦ捜ｼﾃﾝﾅﾗ、テｰブルで酒ｦ飲ﾝでﾙ女ﾆ聞ｲﾃﾐﾅ。","[UNTRANSLATED]"
s_001143,Alshark (System disk).hdm,0x05333A,"ウュリア人5マｰズ人ﾉ女ﾅど、どｺﾆでﾓｲﾙじｬﾅｲｶ。","[UNTRANSLATED]"
s_001144,Alshark (System disk).hdm,0x053452,"惑星ホムで酒ｦ飲ﾑﾅﾗ、ｺﾉ地下酒場ﾆ限ﾙぜ。","[UNTRANSLATED]"
s_001145,Alshark (System disk).hdm,0x054458,"若者5ﾔﾊﾘ、自分ﾉ船ｦ手ﾆｲﾚﾅｲﾄ、自由ﾆ宇宙ｦ旅ｽﾙ事ﾊでｷﾅｲﾅ。","[UNTRANSLATED]"
s_001146,Alshark (System disk).hdm,0x054A1D,"どｲﾂﾓｺｲﾂﾓ！0_ｺﾉ俺ﾉﾂｹﾀ名前が気ﾆ入ﾗﾈｪｯﾃﾉｶｨ。@ｱｱ、分ｶｯﾀﾖ。@じｬｱ、好ｷﾅ名前ｦﾂｹﾃﾓﾗｵｳじｬﾈｪｶ！！0_4$","What, you don't like the name I gave her? Fine! I get it! You can name the blasted thing yourself"
s_001147,Alshark (System disk).hdm,0x0557D9,"数瞬後、エアロックｦ吹ｷ飛ばｼ6ﾃ、ｱｲﾂが入ｯﾃｷﾀ。0?I","He blasted through the airlock just moments later."
s_001148,Alshark (System disk).hdm,0x055AE6,"シャイナｦ人質ﾆﾄｯﾀゾリ#V","[UNTRANSLATED]"
s_001149,Alshark (System disk).hdm,0x0572C2,"兵士5民間ﾉ兵器開発技術ﾓ馬鹿ﾆﾊでｷﾅｲﾅ。","[UNTRANSLATED]"
s_001150,Alshark (System disk).hdm,0x0581BC,"ホｰ、ホッホッホッ。@ﾖｳｺｿ、要塞バルバスﾍ。0_4$","Hah hah hah! Welcome to Fortress Barbas."
s_001151,Alshark (System disk).hdm,0x0583E8,"達ﾉｿﾉﾂﾏﾗﾅｲ仲間意識ｦ吹ｷ飛ばｽﾖｳﾅ演出ｦ考ｴﾃｱげﾃｲﾀﾝだﾖ。0_4$","[UNTRANSLATED]"
s_001152,Alshark (System disk).hdm,0x0589A5,"バカﾅ‥‥ﾅぜ、私ﾉ精神波が効ｶﾅｲﾉだ！！0_6ｿﾚﾏで、苦ｼﾐﾆﾓがｲﾃｲﾀ6$","Impossible! He was in agony... Why don't my powers work?!"
s_001153,Alshark (System disk).hdm,0x05AC33,"父ｻﾝが‥‥‥父ｻﾝが、死ﾝじｬｯﾀﾝだ‥‥‥ｿﾚﾆ、母ｻﾝﾏで‥‥行方が分ｶﾗﾅｸﾃ。0_4$","[UNTRANSLATED]"
s_001154,Alshark (System disk).hdm,0x05C6C7,"司令官ﾉ個室でｽ。@何ｶご用ﾉ際ﾆﾊ、私ﾆｵ申ｼﾂｹｸだｻｲﾈ。","[UNTRANSLATED]"
s_001155,Alshark (System disk).hdm,0x05CCC1,"休暇中ﾊ、惑星マｰズﾆでﾓ行ｷﾀﾏｴ。@秘書ﾆ手配ｦｻｾﾃｵｲﾀ。","[UNTRANSLATED]"
s_001156,Alshark (System disk).hdm,0x05CFD5,"だ。ｿｺで生物が突然変異ｦ起ｺｼ、人ｦ襲ｳｺﾄがｱﾙｿｳ","is. It is said that these creatures sometimes mutate and attack humans."
s_001157,Alshark (System disk).hdm,0x05E202,"シンジケｰトﾉ連中ﾊ、汚ｲ手ｦ使ｳﾗｼｲでｽｶﾗ、気ｦﾂｹﾃｸだｻｲ。","[UNTRANSLATED]"
s_001158,Alshark (System disk).hdm,0x05E268,"キドゥンﾉ栽培園ﾅﾝﾃ、ｺｺｶﾗ監視ｼﾃｲﾙ限ﾘでﾊ、ｻｯぱﾘﾜｶﾗﾅｲﾝでｽ。","[UNTRANSLATED]"
s_001159,Alshark (System disk).hdm,0x05E58C,"新任ﾉ司令官がｷﾃ、ｺﾉステｰションﾓﾏﾄﾓﾆ機能ｽﾙﾖｳﾆﾅﾘﾏｼﾀ。","[UNTRANSLATED]"
s_001160,Alshark (System disk).hdm,0x05F8AB,"惑星ザジル行ｷﾉ星間バスﾆ乗ﾘ6込ﾝだ。0","[UNTRANSLATED]"
s_001161,Alshark (System disk).hdm,0x05F8D1,"惑星ステア行ｷﾉ星間バスﾆ乗ﾘ6込ﾝだ。0","[UNTRANSLATED]"
s_001162,Alshark (System disk).hdm,0x05F8F7,"惑星ジュｰク行ｷﾉ星間バスﾆ乗6ﾘ込ﾝだ。0","[UNTRANSLATED]"
s_001163,Alshark (System disk).hdm,0x060113,"若者5スクラップｦｵ金ﾆ替ｴｽぎﾙﾄｱﾄで困ﾙｶﾓ知ﾚﾅｲﾖ。","[UNTRANSLATED]"
s_001164,Alshark (System disk).hdm,0x060634,"で、モンスタｰどﾓﾓ増ｴﾙｺﾄﾊﾅｸﾅﾙだﾛｳｶﾗ、後ﾊ俺達が倒ｼﾃﾔﾙﾖ。","[UNTRANSLATED]"
s_001165,Alshark (System disk).hdm,0x061B50,"全ﾃｦ話ｿｳﾄｼﾃ、6思ｲﾄどﾏｯﾀ。@6マントﾉｺﾄﾊ、自分ﾉ胸ﾆだｹ6ｼﾏｯﾃｵｺｳﾄ考ｴﾀﾉでｱﾙ0_4$","He almost told them the truth, but stopped. The cloak's secret was his alone."
s_001166,Alshark (System disk).hdm,0x061DC3,"ザイザｰ鉱ｦ探ｼﾆ‥‥0私ﾓ昔ﾊ、ｿﾉ伝説ﾆ魅ｶﾚ、@ｺﾉ惑星ｦｻﾏﾖｯﾀﾓﾉだ。","[UNTRANSLATED]"
s_001167,Alshark (System disk).hdm,0x06241B,"日、ホムﾆ隕石が落ﾁﾃｷﾀｱﾉ日。私ﾊ、ｱﾙ使命ｦﾕだﾈﾗﾚﾀﾉでｽ。0_4$","[UNTRANSLATED]"
s_001168,Alshark (System disk).hdm,0x06281C,"母ｻﾝ、俺ﾊ信じﾙﾖ。@ｱﾉ時、マモンｵじｻﾝが、@ｵｶｼｸﾅｯﾃｼﾏｯﾀﾉﾓ、@ｷｯﾄ・・・0_4$","Mom, I believe it. And when Uncle Mamon snapped... it must have been..."
s_001169,Alshark (System disk).hdm,0x062CFA,"達ﾉ目ｦ@6貫ｷ、ｿﾉ物体が閃光弾でｱｯﾀ6ｺﾄｦ彼ﾗﾆ思ｲ知ﾗｾﾀ。0_6ｼｶｼ、$","A blinding flash seared their eyes--a flashbang!"
s_001170,Alshark (System disk).hdm,0x064675,"アイテムショップ5ｲﾗｯｼｬｲﾏｾ。@何が、必要でｽｶ？0?N","Welcome to the Item Shop! What'll it be?"
s_001171,Alshark (System disk).hdm,0x06518E,"ミュントスﾉ村だ。@文明人ﾆﾄｯﾃﾊ、何ﾓﾅｸﾃ@ﾂﾏﾗﾝﾄｺﾛだぞ。","[UNTRANSLATED]"
s_001172,Alshark (System disk).hdm,0x065A9D,"どｳﾓ地下熱ｦ利用ｼﾃ、半永久的ﾆ動ｷ続ｹﾙﾖｳﾆﾅｯﾃｲﾙﾖｳだﾅ。0_4$","[UNTRANSLATED]"
s_001173,Alshark (System disk).hdm,0x068619,"で、是非、余ﾆ力ｦ貸ｼﾃ@ﾓﾗｲﾀｲﾉだ。@でｷﾙｺﾄﾅﾗ、父イｰル王ｦ@討ｯﾃﾓﾗｴﾇｶ。0_4$","I require your aid. You must defeat my father, King Eele-Kose."
s_001174,Alshark (System disk).hdm,0x0692B1,"娘5ｺｺﾊ、惑星ジュｰク。@凍ﾃﾂｸ氷原が広がﾙ星ﾖ。","[UNTRANSLATED]"
s_001175,Alshark (System disk).hdm,0x069BF5,"達ﾊ、空気ﾉ焦げﾙ臭ｲが6ｼﾀﾖｳﾅ気がｼﾀ。0_6が、$
ﾊ、ｿﾚｻｴﾓ@6避ｹﾀ。0_6戦慄ｽﾙ$","The air sizzled... but he dodged it. His attacker was horrified."
s_001176,Alshark (System disk).hdm,0x069C6B,"待ﾃｨ！0_6２人ﾉ動ｷが止ﾏｯﾀ。@6$
ﾉレイソｰドﾊ、@6ｱﾄ数ミリで、$","Wait! They froze. His Raysword was a hair's breadth away."
s_001177,Alshark (System disk).hdm,0x06A614,"若者5ｸｯｿｰ！@ｾｯｶｸ、ｵ金ｦ貯ﾒﾃ買ｯﾀ@氷上車ｦロボットﾆ壊ｻﾚﾃ@ｼﾏｯﾀ。","Damn! A robot wrecked the ice-skimmer I saved up for!"
s_001178,Alshark (System disk).hdm,0x06A860,"ジョｰ、ジョｰ・コンプスンじｬﾅｲｶ！俺だﾖ！0_4$","[UNTRANSLATED]"
