id,disk,offsetHex,jp,old_en,new_en,method,confidence
s_000202,Alshark (System disk).hdm,0x073BAE,"通路ｦ遮断ｽﾙ橋がｱｯﾃ、@要塞内ﾆ隠ｻﾚﾀスイッチｦ起動ｼﾅｲﾄ架ｶﾗﾅｸﾅｯﾃｲﾙｿｳでｽ。0#P","[UNTRANSLATED]","To lower the bridge, you have to find a hidden switch in the fortress.",byId,1.00
s_000205,Alshark (System disk).hdm,0x07482D,"アイテムフルエラｰ発生！@4リセット後、@4デｰタｦロｰドｼﾃｸだｻｲ。0#G","[UNTRANSLATED]","Inventory full! Please reset and load your saved data.",byId,1.00
s_000206,Alshark (System disk).hdm,0x075102,"ヒルジャホテル5ｲﾗｯｼｬｲﾏｾ。@ご宿泊ﾊ、１００クレジットﾄ@ﾅｯﾃｵﾘﾏｽ。@ｵ泊ﾏﾘﾅｻｲﾏｽｶ？0#Y","[UNTRANSLATED]","Welcome to the inn. A room for the night is 100 CREDIT. Would you like to stay?",byId,1.00
s_000207,Alshark (System disk).hdm,0x075162,"アイテムショップ5ｲﾗｯｼｬｲﾏｾｪ～。@何ｶ必要ﾅ物がござｲﾏｽｶ？0#G","[UNTRANSLATED]","Welcome! What can I get for you today?",byId,1.00
s_000208,Alshark (System disk).hdm,0x0756E7,"が必死で飲ﾝだﾉﾖﾘﾓ@6１杯多ｸ飲ﾝだ酔ｯぱﾗｲﾊ、@6余裕ﾉ表情ｦ浮ｶべﾀ。0#G","[UNTRANSLATED]","The drunkard downed one more drink, a confident smirk on his face.",byId,1.00
s_000209,Alshark (System disk).hdm,0x0758C6,"ザイザｰ鉱石ﾉ破片ｦ持ｯﾃｲﾙだﾄ？！0_4ウュリアﾉ貴族5ぜﾋ売ｯﾃｸﾚﾅｲｶ？@２００００クレジット払ｵｳ。0#Y","[UNTRANSLATED]","A fragment of Zaiser Ore?! You have one?! Please, sell it to me! I'll pay 20,000 CREDIT!",byId,1.00
s_000210,Alshark (System disk).hdm,0x075A66,"コｰリスﾉ塔ﾉ最上階で、@6トレジャｰボックスｦ見ﾂｹﾀ。0_3月ﾉ光6ｦ手ﾆｲﾚﾀ。#S","[UNTRANSLATED]","Atop Coris Tower, you found a treasure chest. Inside was Moonlight!",byId,1.00
s_000211,Alshark (System disk).hdm,0x078320,"今日ﾊ、サンダｰボルトが仕入ﾚﾃｱﾙぜ。@３００００クレジットで売ｯﾃﾔﾙﾖ。0#Y","[UNTRANSLATED]","Got a fresh Thunderbolt in today. Price is 30,000 CREDIT. Interested?",byId,1.00
s_000212,Alshark (System disk).hdm,0x0783F2,"今日ﾊ、ファイヤｰバスタｰが、@入荷ｼﾃﾙぜ。@５００００クレジットで売ｯﾃﾔﾙﾖ。0#Y","[UNTRANSLATED]","Look what just came in, a Fire Buster. 50,000 CREDIT if you want it.",byId,1.00
s_000213,Alshark (System disk).hdm,0x078460,"今日ﾊ、エレキュｰトが、@入荷ｼﾃﾙぜ。@８００００クレジットで売ｯﾃﾔﾙﾖ。0#Y","[UNTRANSLATED]","Got a rare Elecute in today. It's a steal at 80,000 CREDIT.",byId,1.00
s_000214,Alshark (System disk).hdm,0x0784C9,"今日ﾊ、レイバスタｰが、@入荷ｼﾃﾙぜ。@１２００００クレジットで売ｯﾃﾔﾙﾖ。0#Y","[UNTRANSLATED]","Just got a Raybuster in stock. Yours for a cool 120,000 CREDIT.",byId,1.00
s_000215,Alshark (System disk).hdm,0x0790AD,"ザイザｰ鉱石ﾉ破片ｦ持ｯﾃｲﾙだﾄ？！0_4ウュリアﾉ貴族5ぜﾋ売ｯﾃｸﾚﾅｲｶ？@５０００００クレジット払ｵｳ。0#Y","[UNTRANSLATED]","A shard of Zaizer Ore?! I must have it! I'm a noble of Ulyria. I'll pay 500,000 CREDIT!",byId,1.00
s_000216,Alshark (System disk).hdm,0x07E0EA,"シオンだｯﾃ分ｶﾙﾊずﾖ！@0‥‥ごﾒﾝﾅｻｲ、ｵば様。@‥‥私‥‥‥0_4$","[UNTRANSLATED]","Sion has to understand! ...I'm sorry, Auntie... I...",byId,1.00
s_000217,Alshark (System disk).hdm,0x083685,"ラッセルガイヤｰﾉ航路ﾊ、航法コンピュｰタﾆインプットｻﾚﾃｲﾙﾜ。@後ﾊ、ワｰプﾆ突入ｽﾙだｹﾖ。0_43航法コンピュｰタ56目的地点ﾊ設定完了。@6ワｰプﾍ突入ｼﾏｽｶ？#Y","[UNTRANSLATED]","The Russelgaia's course is locked in. The nav-computer is ready. Destination set... Engage warp?",byId,1.00
s_000219,Alshark (System disk).hdm,0x052951,"達ﾊホテルで一夜ｦ過ごｼ46体調ｦ完全ﾆ整ｴﾀ。0#X","[UNTRANSLATED]","You rest for the night. Everyone feels great!",byId,1.00
s_000220,Alshark (System disk).hdm,0x054B95,"が、操縦席ﾆ腰ｶｹﾙﾄ@6同時ﾆ、艦内ﾉ警報がｹﾀﾀﾏｼ6ｸ鳴ﾘ響ｲﾀ。0#Z","[UNTRANSLATED]","The moment he sat down, alarms screamed through the ship.",byId,1.00
s_000221,Alshark (System disk).hdm,0x056E1F,"分ｶﾘﾏｼﾀ。@後ﾊ、俺ﾀﾁﾆ任ｾﾃｸだｻｲ。ラッセルガイヤｰﾉ動ｷｦ止ﾒﾃﾐｾﾏｽ。0#P","[UNTRANSLATED]","Understood. We'll take it from here. We WILL stop the Russelgaia!",byId,1.00
s_000222,Alshark (System disk).hdm,0x05B33D,"キドゥンだｯﾀﾗ、地下酒場ﾆ行ｹば手ﾆ入ﾙﾄ思ｳﾖ。0@#G","[UNTRANSLATED]","Looking for Kidun? Try the underground bar.",byId,1.00
s_000223,Alshark (System disk).hdm,0x05C19A,"が握手ｽﾙﾄ、若々ｼｲ@6司令官ﾊ、ﾆｺﾘﾄ微笑ﾝで、@6世辞ｦ述べﾀ。0#P","[UNTRANSLATED]","The young commander smiled warmly and offered a compliment.",byId,1.00
s_000227,Alshark (System disk).hdm,0x060EF4,"潜在意識ﾆｳｴﾂｹﾗ6ﾚﾀ奥義ｦﾌﾙｯﾀ。0_6カｰマﾊ、彼ﾗﾉ肉体ﾆ封じ込ﾏ6ﾚﾀ！0#G","[UNTRANSLATED]","He unleashed a hidden art, sealing Karma within their flesh",byId,1.00
s_000228,Alshark (System disk).hdm,0x0640A0,"ホテル5ｵ泊ﾏﾘでｽｶ？@ご宿泊ﾊ、３０クレジットﾆﾅﾘﾏｽが？0#Y","[UNTRANSLATED]","Staying the night? It's 30 CREDIT.",byId,1.00
s_000231,Alshark (System disk).hdm,0x068479,"実ﾊ、ｿﾁ達ｦ隣国ﾉ英雄ﾄ@見込ﾝで、余ﾉ話ｦ聞ｲﾃﾓﾗｲﾀｲｺﾄがｱﾙﾉだ。0#P","[UNTRANSLATED]","I know you as heroes. I would ask you to hear my tale.",byId,1.00
s_000232,Alshark (System disk).hdm,0x069DD2,"達ﾓ武器ｦ@6捨ﾃﾀ。0_4$
5誰ｶ！誰ｶｵﾗﾇﾉｶ！！0_6$
ﾉ声ﾆ、城内ﾉ兵士達が6集ﾏｯﾃｷﾀ。0#V","[UNTRANSLATED]","They laid down their arms. A shout for help summoned the castle guards.",byId,1.00
s_000233,Alshark (System disk).hdm,0x06B259,"星ﾓゾリアスﾄﾉ戦ｲが@始ﾏﾙ前ﾊ、本当ﾆｲｲ星だｯﾀﾝでｽ。0#P","[UNTRANSLATED]","Our world was peaceful before the Zolius came.",byId,1.00
s_000236,Alshark (System disk).hdm,0x06C899,"ウュルトリアﾊ、確ｶﾆ住ﾐ@ﾔｽｲﾄｺﾛじｬが、物価が高ｸﾃｲｶﾝ！0#P","[UNTRANSLATED]","Ulyria's a nice place, but everything costs a fortune!",byId,1.00
s_000237,Alshark (System disk).hdm,0x0700EA,"ウュリア王国ﾉ@補給ステｰションだ。0#P","[UNTRANSLATED]","Ulyria Kingdom supply station.",byId,1.00
s_000238,Alshark (System disk).hdm,0x0703CD,"航宙艦ﾉ整備ｦﾅｻﾚﾙﾉでｼﾀﾗ、ドックｦ利用でｷﾏｽが、@どｳｼﾏｽｶ？0#Y","[UNTRANSLATED]","Need repairs? You can use the dock. What do you say?",byId,1.00
s_000239,Alshark (System disk).hdm,0x0713D3,"達、ｺｺｦアウトロｰﾉ@巣窟、ノｰザンﾉ砦ﾄ知ｯﾃ侵入ｼﾃｷﾀﾉｶ？0#Y","[UNTRANSLATED]","So, you knew this was an outlaw den and came anyway?",byId,1.00
s_000240,Alshark (System disk).hdm,0x0759B7,"アイテムショップ5他ﾆﾓ必要ﾅ物ﾊござｲﾏｽｶ？0#Y","[UNTRANSLATED]","Anything else I can get for you?",byId,1.00
s_000243,Alshark (System disk).hdm,0x07F05B,"だがﾅｧ、一ﾂだｹﾂｹ加ｴｻｼﾃﾓﾗｳﾄﾅｧ。0@アトライアﾊ、盗ﾑﾝじｬﾈｪ。返ｼﾃﾓﾗｳﾝだﾖ！！#S","[UNTRANSLATED]","Let me get one thing straight... I'm not stealing the Atlia. I'm taking it back",byId,1.00
s_000244,Alshark (System disk).hdm,0x0839D7,"研究中ﾉ新兵器がｲｸﾂｶ完成ｼﾀﾜｨ。@格納庫ﾆ登載ｽﾙｺﾄﾆｼﾖｳ。0#B","[UNTRANSLATED]","My new weapons are ready. I'll load 'em in the hangar.",byId,1.00
s_000245,Alshark (System disk).hdm,0x052D41,"廖_ｺﾉ3カン詰ﾒ1ｦ、町ﾉ北ﾆｱﾙｵ婆ｻﾝﾉ家ﾆ届ｹﾃｸﾚﾅｲｶｼﾗ。@0寄ﾘ道ｼﾁｬｱ、ダメﾖ！#S","[UNTRANSLATED]","Take these 3 cans to the old lady north of town. And no detours!",byId,1.00
s_000246,Alshark (System disk).hdm,0x0556F3,"向ｹﾖｳﾄｼﾀ。ｼｶｼ、ｿﾚ6ﾖﾘﾓ一瞬早ｸ、ゾリアス兵ﾉ銃6が彼ﾗﾆ突ｷﾂｹﾗﾚﾀ。0#Z","[UNTRANSLATED]","Before they could aim, Zolius soldiers had their guns on them.",byId,1.00
s_000248,Alshark (System disk).hdm,0x065527,"私ﾉ名ﾊ、アルシャｰク。@ラルアﾉ戦士でｽ。0#P","[UNTRANSLATED]","I am Alshark, a warrior of Larua.",byId,1.00
s_000250,Alshark (System disk).hdm,0x06746B,"成ｼ遂げﾗﾚﾏｼﾀﾅ。@ｱﾅﾀﾊ、遺志ｦ継ぐ者ﾄﾅﾙ@資格ｦ勝ﾁ取ﾗﾚﾀﾉでｽ。0#P","[UNTRANSLATED]","You have succeeded. You are worthy to carry on the legacy.",byId,1.00
s_000253,Alshark (System disk).hdm,0x06B698,"確ｶﾆ‥‥、頼ﾐ‥‥ﾏｼ‥‥‥ﾀ‥ぞ‥‥‥！！0_6ウュリアﾉ貴族ﾊ、ｿｳ言ｲ残ｽ6ﾄ、息絶ｴﾀ。0#S","[UNTRANSLATED]","I... entrust this... to... you...!! With those last words, the Ulyrian noble died.",byId,1.00
s_000254,Alshark (System disk).hdm,0x06C0D9,"防具ﾉ専門店だ。@品ぞﾛｴが自慢だぜ！0#G","[UNTRANSLATED]","Armor Shop. We've got the best gear!",byId,1.00
s_000255,Alshark (System disk).hdm,0x06F70F,"マｰズ人ﾉ能力ｯﾃﾉが、@他ﾉ生命体ｦﾊﾙｶﾆ凌ｲでｲﾀﾝじｬﾅ。0#P","[UNTRANSLATED]","The Martians' abilities were far beyond any other race.",byId,1.00
s_000258,Alshark (System disk).hdm,0x0751A4,"ウェポンショップ5ｻｱｻｱ、ｵ立ﾁ会ｲ！@見ﾃ驚ｸﾝじｬﾈｪﾖ！！0#L","[UNTRANSLATED]","Weapon Shop! Step right up! You won't believe your eyes!",byId,1.00
s_000259,Alshark (System disk).hdm,0x0752B3,"ウュリアﾉばｱｻﾝ5ﾜｼﾊ、ｺﾉ辺ﾘじｬｱ、物知ﾘで通ｯﾃｵﾙ。@ﾜｼﾆ分ｶﾗﾇｺﾄﾊﾅｲぞ。#B","[UNTRANSLATED]","Around these parts, I'm the one with the answers. Ask me anything",byId,1.00
s_000260,Alshark (System disk).hdm,0x07561C,"じ様、頑張ｯﾃ！！0_6ｱｯﾄｲｳ間ﾆ、２人ﾄﾓ３杯ﾉ6ストレｰトｦ飲ﾐ干ｼﾀ！！0#G","[UNTRANSLATED]","Go, gramps, go! In a flash, they'd both downed three shots!",byId,1.00
s_000261,Alshark (System disk).hdm,0x07655B,"ヒｰト中将5貴様ｧｰｯ！！@総統閣下ｦ愚弄ｽﾙ気ｶ？！0#V","[UNTRANSLATED]","You cur! You dare insult the Supreme Commander?!",byId,1.00
s_000262,Alshark (System disk).hdm,0x0771E2,"専用ﾉシｰルドじｬｨ。@ｿﾚがｱﾚば、無敵じｬﾖ。@無敵！0#P","[UNTRANSLATED]","A custom shield. Makes ya invincible. Invincible!",byId,1.00
s_000264,Alshark (System disk).hdm,0x052B8B,"ミルクﾈｪ・・・。@１０クレジットﾆﾅﾘﾏｽが。0#Y","[UNTRANSLATED]","Milk, huh... That'll be 10 CREDIT.",byId,1.00
s_000265,Alshark (System disk).hdm,0x053B74,"持ﾁ物がｲｯぱｲで、ﾓﾃﾅｲｯﾃ？0_仕方がﾅｲ。@ﾓｳ一度、出直ｼﾃｸﾚ。#S","[UNTRANSLATED]","Your bags are full. Come back when you've made some room.",byId,1.00
s_000268,Alshark (System disk).hdm,0x055781,"突然、激ｼｲ音ﾄﾄﾓﾆ船体が@6揺ﾚ、ｿｺﾆｲﾀｽべﾃﾉ者達が6ﾖﾛﾒｲﾀ。0#V","[UNTRANSLATED]","A sudden blast rocked the ship, sending everyone stumbling.",byId,1.00
s_000269,Alshark (System disk).hdm,0x056A17,"間違ｲﾅｲ。@ｺﾉ娘ﾊ、私ﾉ‥‥0@ファラﾊ、ｺﾉ娘ﾆ私ﾉ名ｦ告げﾅｶｯﾀﾉｶ‥‥）0#P","[UNTRANSLATED]","It's her. She's my... (Didn't Fara ever tell her my name...?)",byId,1.00
s_000270,Alshark (System disk).hdm,0x058515,"フフフ‥‥。@ｿﾝﾅ物が、私ﾉ前で役ﾆ立ﾂﾄでﾓ思ｯﾃｲﾀﾉｶｨ？0#G","[UNTRANSLATED]","Heh heh... Did you really think that would work on me?",byId,1.00
s_000271,Alshark (System disk).hdm,0x05A77E,"大ｼﾀ額ﾊ入ｯﾃﾅｲがｺﾚｦ受ｹ取ｯﾃｸﾚﾖ。0_43１００クレジットｦ手ﾆｲﾚﾀ。#D","[UNTRANSLATED]","It ain't much, but take this. (Received 100 CREDIT!)",byId,1.00
s_000272,Alshark (System disk).hdm,0x05FDB9,"チケットﾊ、２２０クレジットﾆﾅﾘﾏｽ。@ご利用ﾅｻｲﾏｽｶ？0#Y","[UNTRANSLATED]","One ticket is 220 CREDIT. Buy one?",byId,1.00
s_000273,Alshark (System disk).hdm,0x062039,"ホテル5ｲﾗｯｼｬｲﾏｾ。@ご宿泊ﾊ、１０クレジットﾆﾅﾘﾏｽが？0#Y","[UNTRANSLATED]","Welcome! A room is 10 CREDIT. You staying?",byId,1.00
s_000274,Alshark (System disk).hdm,0x063C1C,"苦ｼｲｶ？!@ｿｳだﾛｳ。@ゾリアスﾆ逆ﾗｳ者がどｳﾅﾙｶ思ｲ知ｯﾀｶ。0_4$","[UNTRANSLATED]","Suffer! Now you know the fate of all who oppose Zolius.",byId,1.00
s_000277,Alshark (System disk).hdm,0x06698E,"村ﾉ北西ﾆｱﾙ緑光ﾉ岩ｦ目指ｽｺﾄでｽ。0@道ﾊ開ｶﾚﾙｺﾄでｼｮｳ。#S","[UNTRANSLATED]","Seek the glowing rock to the northwest. It will show you the way.",byId,1.00
s_000278,Alshark (System disk).hdm,0x066B99,"コクピット6ﾉドアﾉスイッチｦ入ﾚﾀ。0#V","[UNTRANSLATED]","Flipped the cockpit door switch.",byId,1.00
s_000279,Alshark (System disk).hdm,0x0686F2,"願ｲｽﾙ。@どｳｶ、ウュリア王国ｦ救ｳﾄ@思ｯﾃ、余ﾉ力ﾆﾅｯﾃﾓﾗｲ@ﾀｲ。0#P","[UNTRANSLATED]","Please, I implore you. You must help me save the Kingdom of Ulyria.",byId,1.00
s_000280,Alshark (System disk).hdm,0x0689BA,"マイクロ6チップｦ女兵士ﾆ差ｼ出ｼﾀ。0#P","[UNTRANSLATED]","Gave the microchip to the soldier.",byId,1.00
s_000281,Alshark (System disk).hdm,0x06A061,"ホテル5ｲﾗｯｼｬｲﾏｾ。@ご宿泊ﾊ、３０クレジットﾆﾅﾘﾏｽが？0#Y","[UNTRANSLATED]","Welcome! A room is 30 CREDIT. You staying?",byId,1.00
s_000282,Alshark (System disk).hdm,0x06B05F,"ホテル5ｲﾗｯｼｬｲﾏｾ。@ご宿泊ﾊ、４０クレジットﾆﾅﾘﾏｽが？0#Y","[UNTRANSLATED]","Welcome! A room is 40 CREDIT. You staying?",byId,1.00
s_000284,Alshark (System disk).hdm,0x071BC7,"ベック・ゴｰギャンﾈｪ。@ﾝ～、聞ｶﾈｪ名前だﾅｧ。0#P","[UNTRANSLATED]","Beck Gauguin? Hmm, doesn't ring a bell.",byId,1.00
s_000285,Alshark (System disk).hdm,0x0756A6,"が巻ｷ返ｼﾆ出ﾙ！0@6一気ﾆ４杯ｲｯﾀぞ！！0@6酔ｯぱﾗｲが驚ｲﾃｲﾙ。0#G","[UNTRANSLATED]","What a rally! He just downed four straight! The drunk's in shock",byId,1.00
s_000288,Alshark (System disk).hdm,0x051697,"パパﾉ引ｷ出ｼｶﾗﾁｮｯﾄ借ﾘﾀﾉ。２丁ｱﾙｶﾗｺﾚで身ｦ守ﾚﾙでｼｮｳ。0@ｻｱ、行ｷﾏｼｮｳ！！#I","[UNTRANSLATED]","I took these from Dad's desk. We can protect ourselves with two. Let's go!",byId,1.00
s_000289,Alshark (System disk).hdm,0x0517F1,"何ﾓ言ﾜﾝでﾓﾜｶｯﾄﾙﾜｲ。ﾎﾗ、ｺﾉ3キャンプセット1ｦ持ｯﾃｲｷﾅｻｲ。#I","[UNTRANSLATED]","Don't say a word, I get it. Here, take this camp set.",byId,1.00
s_000290,Alshark (System disk).hdm,0x051BD7,"仕方ﾅｲﾜﾈ。@じｬｱ、私ﾊホテルで待ｯﾃﾙｶﾗ、ｼｯｶﾘ稼ｲでｷﾃﾈ。0#K","[UNTRANSLATED]","Fine. I'll wait at the hotel. You'd better earn a lot!",byId,1.00
s_000291,Alshark (System disk).hdm,0x052D0E,"が、新ｼｲアルバイトﾈ。0じｬｱ、ｻｯｿｸ仕事ｦ頼ﾓｳｶｼﾗ。0#I","[UNTRANSLATED]","New blood, eh? Let's get you started on a job.",byId,1.00
s_000292,Alshark (System disk).hdm,0x053A14,"達が店ﾆ入ｯﾃｲｸﾄ、@6バｰテンが、驚ｲﾀ顔ｦｼﾃ、@6ｺｳﾀずﾈﾀ。0#P","[UNTRANSLATED]","The bartender's eyes widened as they walked in.",byId,1.00
s_000293,Alshark (System disk).hdm,0x056E69,"でﾊ、ｵ願ｲｼﾖｳ。@0貴方がﾀﾅﾗ、ｿﾚｦ成ｼ遂げﾙｺﾄがでｷｿｳだ。0#P","[UNTRANSLATED]","Very well. I believe you are the ones who can do this.",byId,1.00
s_000294,Alshark (System disk).hdm,0x05C7E6,"任務が入ｯﾀﾗｼｲ。@司令官ﾉ個室ﾆ来ﾃｸﾚﾄｲｳｺﾄだ。0#N","[UNTRANSLATED]","New mission. Report to the Commander's room.",byId,1.00
s_000295,Alshark (System disk).hdm,0x05C928,"じｬﾅｲ。@0ｿﾚでｺｿ、コズミックホｰクﾉ隊員ﾈ。#A","[UNTRANSLATED]","That's it! Now you're a true Cosmic Hawk.",byId,1.00
s_000297,Alshark (System disk).hdm,0x0609FC,"２人ﾉ6体がﾎﾄﾝど同時ﾆ音ﾓﾅｸ床ﾍ6倒ﾚ込ﾝでｲｯﾀ。0#N","[UNTRANSLATED]","Both bodies hit the floor without a sound.",byId,1.00
s_000298,Alshark (System disk).hdm,0x060D58,"達ﾊ、同時ﾆｿﾉ精神6ｦカｰマﾆ操ﾗﾚ始ﾒﾃｲﾙｺﾄ6ﾆ気がﾂｶﾅｶｯﾀ。0#P","[UNTRANSLATED]","They didn't realize Karma was taking over their minds.",byId,1.00
s_000301,Alshark (System disk).hdm,0x063D5A,"達が絶体絶命ﾉピンチｦ@6迎ｴﾀｿﾉ時！0#V","[UNTRANSLATED]","Just when all hope seemed lost!",byId,1.00
s_000302,Alshark (System disk).hdm,0x06665D,"ぜ、ｺﾉﾖｳﾅ試練ｦ設ｹﾅｸﾃﾊﾅﾗﾅｶｯﾀﾉｶ。@ｿｼﾃ、遺志ｦ継ぐ者ﾄﾊ一体@ﾅﾝﾅﾉｶｦ。0#P","[UNTRANSLATED]","Why this terrible ordeal? And what is this 'heir' they mention?",byId,1.00
s_000306,Alshark (System disk).hdm,0x06A822,"バｰツ？・・・どｺｶで聞ｲﾀ@ｺﾄﾉｱﾙﾖｳﾅ・・・0#P","[UNTRANSLATED]","Baatsu?... That name rings a bell...",byId,1.00
s_000307,Alshark (System disk).hdm,0x06C1A9,"で売ﾗﾚﾃｲﾙﾉﾊ、@宇宙戦闘用ﾉ装備だぜ。0#G","[UNTRANSLATED]","This shop's got gear for space battles.",byId,1.00
s_000308,Alshark (System disk).hdm,0x06D5D4,"一ﾂ良ｲｺﾄｦ教ｴﾃﾔﾛｳ。@戦ｲﾆｵｲﾃ、ﾓｯﾄﾓ大切ﾅ@ｺﾄﾊ、仲間ｦ信じﾙｺﾄだ。0#P","[UNTRANSLATED]","Let me give you some advice. Above all else, trust your friends.",byId,1.00
s_000310,Alshark (System disk).hdm,0x06E8A1,"ラミュｰﾉ消息が分ｶｯﾀﾗ、@朕ﾆﾓ教ｴﾃｸﾚ。@ｻﾗばじｬ。0#N","[UNTRANSLATED]","If you find Ramyuu, you must tell me. Now, go.",byId,1.00
s_000312,Alshark (System disk).hdm,0x070434,"ドックﾆｺﾓｯﾃ、@6アトライアﾉ修理ｦ始ﾒﾀ。!!!0#X","[UNTRANSLATED]","He holed up in the dock to fix the Atlia!!",byId,1.00
s_000315,Alshark (System disk).hdm,0x073946,"ブラッジ6ﾆ関ｽﾙ@6極秘デｰタｦ入手ｼﾀ。#S","[UNTRANSLATED]","Acquired top-secret data on Bludge.",byId,1.00
s_000316,Alshark (System disk).hdm,0x075927,"ウュリアﾉ貴族5ﾎ、本当ｶ？@じｬｱ、金ｦ払ｳ。#D","[UNTRANSLATED]","Y-You're serious? Fine, take my money.",byId,1.00
s_000317,Alshark (System disk).hdm,0x07EF9F,"シオン、どｳｼﾀ。@ｻｯｷｶﾗ黙ﾘｺﾝじﾏｯﾃ。0_4$","[UNTRANSLATED]","Sion? You've been awfully quiet.",byId,1.00
s_000319,Alshark (System disk).hdm,0x053D77,"俺ﾊ、闇で売買ｻﾚﾙ品ｦ扱ｯﾃｲﾙ。@0何ｶ欲ｼｲﾓﾉがｱｯﾀﾗｲｯﾃﾐﾅ。0#G","[UNTRANSLATED]","I deal in black market goods. Tell me what you need.",byId,1.00
s_000321,Alshark (System disk).hdm,0x057A99,"毎度！0@ｿﾚじｬｱ、表ﾆ置ｲﾃｵｷﾏｽｶﾗ、後ﾊ勝手ﾆ使ｯﾃｸだｻｲ#S","[UNTRANSLATED]","Alrighty! I'll leave it out front. Help yourself!",byId,1.00
s_000322,Alshark (System disk).hdm,0x0584EC,"サイコリングが6ﾊじｹ飛ぶ！0#T","[UNTRANSLATED]","The Psycho Ring shatters!",byId,1.00
s_000325,Alshark (System disk).hdm,0x05C43F,"早ｲ話が、ｿｳｲｳｺﾄだ0でﾊ、任務ﾆ関ｼﾃﾊ、ｵｯﾃ連絡ｽﾙｺﾄﾄｼﾖｳ。0#W","[UNTRANSLATED]","That's the situation in a nutshell. Await further orders.",byId,1.00
s_000327,Alshark (System disk).hdm,0x05E6AC,"兵士5何ﾉﾂﾓﾘで戻ｯﾃｷﾀｶｼﾗﾝが、バカﾅ奴ﾗだ。0#P","[UNTRANSLATED]","Came back for more, did you? Idiots.",byId,1.00
s_000329,Alshark (System disk).hdm,0x06661E,"３ﾂﾉ試練ｦ成ｼ遂げﾗﾚﾀﾉでｽﾈ。@でﾊ、私ﾓ全ﾃｦｵ話ｼｼﾅｸﾃﾊﾅﾘﾏｽﾏｲ。0#P","[UNTRANSLATED]","You have passed the three trials. Now, I shall tell you all.",byId,1.00
s_000330,Alshark (System disk).hdm,0x06743D,"ミカｰ老師ﾆ銀ﾉ粉で6彩ﾗﾚﾀ掌ｦ見ｾﾀ。0#V","[UNTRANSLATED]","Showed Mikar the silver-dusted palm.",byId,1.00
s_000331,Alshark (System disk).hdm,0x067BA4,"名ﾉ通ﾘ、ｿﾚぞﾚﾉ塔ﾄ@火山ﾊ、ｿﾚぞﾚﾉ島ﾆ存在ｽﾙﾗｼｲ。0#P","[UNTRANSLATED]","So each tower and volcano is on its own island.",byId,1.00
s_000332,Alshark (System disk).hdm,0x068F59,"人聞ｷﾉﾜﾘｨｺﾄ言ｯﾃﾝじｬﾈｪ！@先ﾆ手ｦ出ｼﾃｷﾀﾉﾊ、ｵﾏｴﾉ方だﾛｳが！！0#P","[UNTRANSLATED]","Watch your mouth! You're the one who threw the first punch!",byId,1.00
s_000333,Alshark (System disk).hdm,0x069892,"恨ﾐがｱﾙﾜｹじｬﾅｲが、@ｱﾝﾀﾉ首ｦｲﾀだｷﾆ来ﾀ！@覚悟！！0_待ﾃｨ！0#V","[UNTRANSLATED]","Nothing personal, but I'm here for your head! Ready?_Wait",byId,1.00
s_000334,Alshark (System disk).hdm,0x069C3F,"彼女ﾉ頭上ﾆレイソｰドが振ﾘ@6ｵﾛｻﾚﾙ。0#Z","[UNTRANSLATED]","A Raysword swings for her head!",byId,1.00
s_000336,Alshark (System disk).hdm,0x06B2CF,"ウュリアﾉｵばｱｻﾝ5ザｰテ様ﾆﾓ困ｯﾀﾓﾝじｬ。@#B","[UNTRANSLATED]","That old bat from Ulyria... what a pain.",byId,1.00
s_000338,Alshark (System disk).hdm,0x06D7F5,"達、ミｰアﾆ会ｯﾀﾉでｽｶ？0@ｿｳでｽｶ、ミｰアﾊ、元気ｿｳﾆｼﾃｲﾏｼﾀｶ。0#P","[UNTRANSLATED]","You actually met Mia? Is she... is she doing all right?",byId,1.00
s_000340,Alshark (System disk).hdm,0x06FB49,"アルシャｰクﾄﾔﾗ。@ｵ主が手ﾆｲﾚﾖｳﾄｼﾃｲﾀ物ﾊ、ｺﾚじｬﾛｳ。0#P","[UNTRANSLATED]","So, you're Alshark. I believe this is what you're after.",byId,1.00
s_000341,Alshark (System disk).hdm,0x06FCA9,"分ｶﾘﾏｼﾀ。0@必ず、カｰマﾉ侵攻ｶﾗ、@ｺﾉ宇宙ｦ守ｯﾃﾐｾﾏｽ！#I","[UNTRANSLATED]","Right. I swear I'll defend our universe from Karma!",byId,1.00
s_000342,Alshark (System disk).hdm,0x0709C5,"がｱﾉ‥‥@0ノｰザンﾉ砦で名前ﾊﾖｸ聞ｲﾃﾙｶﾗ知ｯﾃｲﾙﾖ。0#P","[UNTRANSLATED]","Hey... I know that name. They talk about you at Northern Fort.",byId,1.00
s_000346,Alshark (System disk).hdm,0x0535C2,"世ﾉ中、何でﾓ金ﾖ！！@ﾀだｯﾃｪﾉﾊ、頂ｹﾈｪﾅ。0@@43金ｦ払ｳｶ？0#Y","[UNTRANSLATED]","In this world, cash is king! I don't work for free. Pay up?",byId,1.00
